Proteome ID	Organism	Organism ID	Protein count	BUSCO	CPD	Genome representation (RefSeq)
UP000006753	Marssonina brunnea f. sp. multigermtubi (strain MB_m1) (Marssonina leaf spot fungus) (Strain: MB_m1)	1072389	10037	C:97.7%[S:97.6%,D:0.1%],F:0.5%,M:1.7%,n:5177	Close to standard (low value)	full
UP000224080	Blastomyces parvus (Strain: UAMH130)	2060905	8197	C:99.4%[S:99.3%,D:0.1%],F:0.3%,M:0.2%,n:4862	Close to standard (low value)	full
UP000054095	Spinacia oleracea (Spinach) (Strain: cv. Viroflay)	3562	91	C:93.4%[S:82.1%,D:11.3%],F:2.9%,M:3.7%,n:2326	Close to standard (low value)	full
UP000032180	Leersia perrieri	77586	36779	C:93.6%[S:68.8%,D:24.9%],F:1.7%,M:4.7%,n:4896	Outlier (high value)	full
UP000018001	Byssochlamys spectabilis (strain No. 5 / NBRC 109023) (Paecilomyces variotii) (Strain: No. 5 / NBRC 109023)	1356009	8877	C:94.8%[S:94.4%,D:0.5%],F:0.5%,M:4.6%,n:4191	Close to standard (low value)	full
UP000178129	Rhynchosporium commune (Strain: UK7)	914237	12210	C:98.8%[S:98.7%,D:0%],F:0.6%,M:0.6%,n:5177	Standard	full
UP000504612	Notechis scutatus (mainland tiger snake)	8663	26729	C:90.7%[S:56%,D:34.7%],F:3.1%,M:6.2%,n:7480	Unknown	full
UP000030708	Plasmodium falciparum Tanzania (2000708) (Strain: Tanzania (2000708))	1036725	6699	C:84.1%[S:83.1%,D:0.9%],F:5.8%,M:10.1%,n:3642	Close to standard (high value)	full
UP000551823	Nyctiprogne leucopyga	382315	13366	C:69.7%[S:69.3%,D:0.4%],F:8%,M:22.3%,n:8338	Close to standard (low value)	full
UP000318571	Tigriopus californicus (Marine copepod) (Strain: San Diego)	6832	15551	C:91.8%[S:90.4%,D:1.4%],F:2.6%,M:5.6%,n:1013	Unknown	full
UP000019132	Globisporangium ultimum (strain ATCC 200006 / CBS 805.95 / DAOM BR144) (Pythium ultimum) (Strain: DAOM BR144)	431595	15153	C:94%[S:93%,D:1%],F:1%,M:5%,n:100	Unknown	full
UP000053029	Fonsecaea pedrosoi CBS 271.37 (Strain: CBS 271.37)	1442368	12525	C:99.3%[S:99.1%,D:0.2%],F:0.3%,M:0.4%,n:6265	Close to standard (high value)	full
UP000053237	Albugo candida (Strain: Ac Nc2)	65357	13200	C:98%[S:86%,D:12%],F:2%,M:0%,n:100	Unknown	full
UP000030699	Plasmodium falciparum MaliPS096_E11 (Strain: MaliPS096_E11)	1036727	6301	C:83.7%[S:82.9%,D:0.9%],F:5.5%,M:10.8%,n:3642	Close to standard (high value)	full
UP000279259	Saitozyma podzolica (Strain: DSM 27192)	1890683	10205	C:90.1%[S:88.8%,D:1.4%],F:3.7%,M:6.1%,n:4284	Outlier (high value)	full
UP000238479	Rosa chinensis (China rose) (Strain: cv. Old Blush)	74649	45026	C:97.1%[S:93.3%,D:3.8%],F:1.2%,M:1.7%,n:2326	Close to standard (high value)	full
UP000237481	Tolypocladium paradoxum (Strain: NRBC 100945)	94208	8979	C:94.7%[S:94.3%,D:0.3%],F:1.8%,M:3.6%,n:4494	Close to standard (low value)	full
UP000265618	Kipferlia bialata	797122	3513	C:2.4%[S:2.4%,D:0%],F:3.9%,M:93.7%,n:255	Unknown	full
UP000006671	Naegleria gruberi (Amoeba) (Strain: NEG-M)	5762	15636	C:79.6%[S:77.6%,D:2%],F:8.2%,M:12.2%,n:255	Unknown	full
UP000191672	Penicillium antarcticum (Strain: IBT 31811)	416450	11372	C:96.6%[S:96.1%,D:0.5%],F:0.5%,M:2.9%,n:4191	Standard	full
UP000078555	Plasmodium ovale wallikeri	864142	8410	C:80.3%[S:80.3%,D:0%],F:5.9%,M:13.8%,n:3642	Outlier (high value)	full
UP000054321	Oidiodendron maius Zn (Strain: Zn)	913774	16697	C:96.3%[S:95.7%,D:0.6%],F:2%,M:1.7%,n:3234	Close to standard (high value)	full
UP000054196	Punctularia strigosozonata (strain HHB-11173) (White-rot fungus) (Strain: HHB-11173 SS5)	741275	2093	C:10.2%[S:10.1%,D:0.1%],F:0.2%,M:89.6%,n:2898	Outlier (low value)	full
UP000016665	Ficedula albicollis (Collared flycatcher) (Muscicapa albicollis)	59894	28865	C:94.1%[S:90.3%,D:3.9%],F:1.9%,M:4%,n:10844	Outlier (high value)	full
UP000324705	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum)	4567	188121	C:96.7%[S:9.7%,D:87%],F:0.7%,M:2.6%,n:4896	Outlier (high value)	full
UP000562415	Probosciger aterrimus (Palm cockatoo)	141839	13967	C:74.4%[S:73.9%,D:0.5%],F:7.7%,M:17.9%,n:8338	Standard	full
UP000291020	Gopherus agassizii (Agassiz's desert tortoise)	38772	31812	C:91.5%[S:55.3%,D:36.2%],F:2.6%,M:6%,n:7480	Unknown	full
UP000249402	Aspergillus ibericus CBS 121593 (Strain: CBS 121593)	1448316	11680	C:98.3%[S:98.1%,D:0.2%],F:0.4%,M:1.3%,n:4191	Standard	full
UP000515132	Bos indicus (Zebu) (Strain: elore)	9915	30764	C:93.1%[S:58.9%,D:34.2%],F:2.1%,M:4.8%,n:13335	Standard	full
UP000473826	Vanrija humicola (Strain: CBS 4282)	5417	4373	C:57.7%[S:57.2%,D:0.5%],F:6.3%,M:36%,n:4284	Outlier (low value)	full
UP000001514	Selaginella moellendorffii (Spikemoss)	88036	33150	C:77.6%[S:12.6%,D:64.9%],F:5.7%,M:16.7%,n:1614	Unknown	full
UP000009082	Nosema ceranae (strain BRL01) (Microsporidian parasite) (Strain: BRL01)	578460	2060	C:84.7%[S:84.5%,D:0.2%],F:2.5%,M:12.8%,n:600	Unknown	full
UP000094043	Cryptococcus depauperatus CBS 7841 (Strain: CBS 7841)	1295531	6530	C:95.6%[S:95.4%,D:0.2%],F:1.8%,M:2.6%,n:4284	Close to standard (low value)	full
UP000059188	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettuce bottom rot fungus) (Rhizoctonia solani)	1108050	12613	C:88.7%[S:87.9%,D:0.8%],F:3%,M:8.3%,n:2898	Standard	full
UP000054097	Serendipita vermifera MAFF 305830 (Strain: MAFF 305830)	933852	15021	C:90%[S:86.1%,D:3.9%],F:2.8%,M:7.2%,n:2898	Standard	full
UP000092157	Pseudogymnoascus sp. 24MN13 (Strain: 24MN13)	1622150	10229	C:85.1%[S:85%,D:0.1%],F:5.2%,M:9.7%,n:3234	Standard	full
UP000268014	Haemonchus placei (Barber's pole worm) (Strain: MHpl1)	6290	21409	C:77.9%[S:76.5%,D:1.4%],F:8.8%,M:13.3%,n:3131	Standard	full
UP000001197	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina) (Strain: S / ATCC MYA-4624 / DSM 980 / FGSC 10383)	515849	10657	C:98.1%[S:97.9%,D:0.2%],F:0.7%,M:1.2%,n:3817	Standard	
UP000594262	Clytia hemisphaerica (Strain: Z4C2)	252671	24557	C:81.1%[S:72.1%,D:9%],F:2.9%,M:15.9%,n:954	Unknown	full
UP000242791	Blastomyces percursus (Strain: EI222)	1658174	10283	C:95.1%[S:95%,D:0.1%],F:2.8%,M:2.1%,n:4862	Standard	full
UP000274429	Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	6205	11591	C:59%[S:58.6%,D:0.4%],F:10.5%,M:30.5%,n:954	Unknown	full
UP000184188	Penicilliopsis zonata CBS 506.65 (Strain: CBS 506.65)	1073090	9870	C:97.2%[S:97%,D:0.3%],F:0.9%,M:1.9%,n:4191	Close to standard (low value)	full
UP000030641	Aureobasidium subglaciale (strain EXF-2481) (Aureobasidium pullulans var. subglaciale) (Strain: EXF-2481)	1043005	10792	C:98.2%[S:98.2%,D:0%],F:1%,M:0.9%,n:3786	Close to standard (high value)	full
UP000075714	Gonium pectorale (Green alga)	33097	16224	C:92.2%[S:91.4%,D:0.7%],F:4.5%,M:3.3%,n:1519	Unknown	full
UP000249218	Helicoverpa armigera (Cotton bollworm) (Heliothis armigera)	29058	8765	C:43.3%[S:42.2%,D:1.1%],F:1%,M:55.7%,n:5286	Standard	full
UP000579406	Chloroceryle aenea (American pygmy kingfisher)	176938	12192	C:73.8%[S:73.5%,D:0.3%],F:6.9%,M:19.3%,n:8338	Outlier (low value)	full
UP000290289	Malus domestica (Apple) (Pyrus malus) (Strain: cv. HFTH1)	3750	42478	C:92.5%[S:61.2%,D:31.3%],F:1.2%,M:6.2%,n:2326	Standard	full
UP000235220	Juglans regia (English walnut) (Strain: cv. Chandler)	51240	38418	C:99.4%[S:60.8%,D:38.6%],F:0.1%,M:0.5%,n:2326	Close to standard (high value)	full
UP000008866	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes) (Strain: ATCC MYA-4681 / CBS 112371)	663331	7976	C:88%[S:88%,D:0%],F:4.9%,M:7.1%,n:4862	Close to standard (low value)	full
UP000002356	Ovis aries (Sheep) (Strain: Texel)	9940	23111	C:94.5%[S:84.2%,D:10.3%],F:2%,M:3.5%,n:13335	Standard	full
UP000520535	Brachypteracias leptosomus (short-legged ground-roller)	135165	13408	C:71.2%[S:70.9%,D:0.3%],F:7.6%,M:21.2%,n:8338	Close to standard (low value)	full
UP000006726	Cryptosporidium parvum (strain Iowa II) (Strain: Iowa II)	353152	3805	C:97%[S:97%,D:0%],F:1.6%,M:1.4%,n:502	Close to standard (low value)	full
UP000019471	Cladophialophora psammophila CBS 110553 (Strain: CBS 110553)	1182543	13417	C:98.7%[S:98.4%,D:0.2%],F:0.9%,M:0.5%,n:6265	Close to standard (high value)	full
UP000261680	Ursus maritimus (Polar bear) (Thalarctos maritimus)	29073	25970	C:96%[S:74.6%,D:21.4%],F:2.2%,M:1.8%,n:14502	Standard	full
UP000055045	Penicillium freii (Strain: DAOM 242723)	48697	11722	C:96.2%[S:95.8%,D:0.4%],F:2.1%,M:1.6%,n:4191	Standard	full
UP000016933	Dothistroma septosporum (strain NZE10 / CBS 128990) (Red band needle blight fungus) (Mycosphaerella pini) (Strain: NZE10 / CBS 128990)	675120	12414	C:97.9%[S:97.8%,D:0.1%],F:1.4%,M:0.8%,n:3786	Standard	full
UP000007151	Danaus plexippus plexippus	278856	15140	C:93%[S:91.5%,D:1.5%],F:2.8%,M:4.2%,n:5286	Outlier (high value)	full
UP000386466	Lynx pardinus (Iberian lynx) (Felis pardina)	191816	30929	C:87.2%[S:64.5%,D:22.7%],F:3.2%,M:9.6%,n:14502	Standard	full
UP000070249	Leucoagaricus sp. SymC.cos (Strain: SymC.cos)	1714833	12747	C:92.1%[S:89.8%,D:2.3%],F:2.6%,M:5.3%,n:3870	Close to standard (low value)	full
UP000593579	Gossypium gossypioides (Mexican cotton) (Selera gossypioides)	34282	24792	C:45%[S:40.5%,D:4.4%],F:5.4%,M:49.7%,n:2326	Standard	full
UP000242715	Trifolium subterraneum (Subterranean clover) (Strain: cv. Daliak)	3900	959	C:0.2%[S:0.2%,D:0%],F:0.1%,M:99.7%,n:5366	Outlier (low value)	full
UP000537522	Chauna torquata (Southern screamer)	30388	13466	C:73.2%[S:72.9%,D:0.3%],F:6.8%,M:20%,n:8338	Close to standard (low value)	full
UP000557196	Aleadryas rufinucha (rufous-naped whistler)	461220	13884	C:74.3%[S:74%,D:0.2%],F:5.9%,M:19.8%,n:10844	Standard	full
UP000464885	Lupinus albus (White lupine) (Lupinus termis) (Strain: cv. Amiga)	3870	46596	C:91.7%[S:70.3%,D:21.4%],F:0.7%,M:7.7%,n:5366	Close to standard (high value)	full
UP000288216	Scyliorhinus torazame (Cloudy catshark)	75743	27602	C:77.4%[S:74.4%,D:3%],F:12.9%,M:9.7%,n:3354	Unknown	full
UP000077051	Mucor lusitanicus CBS 277.49 (Strain: CBS 277.49)	747725	11586	C:91.5%[S:91.3%,D:0.2%],F:6.4%,M:2.1%,n:2449	Unknown	full
UP000233140	Mandrillus leucophaeus (Drill) (Papio leucophaeus)	9568	40661	C:92.4%[S:55.6%,D:36.8%],F:2.2%,M:5.4%,n:13780	Standard	full
UP000054559	Coccidioides immitis RMSCC 3703 (Strain: RMSCC 3703)	454286	10461	C:71.2%[S:70.8%,D:0.4%],F:13.1%,M:15.8%,n:4862	Standard	full
UP000007801	Drosophila ananassae (Fruit fly) (Strain: Tucson 14024-0371.13)	7217	19363	C:99.5%[S:74.8%,D:24.7%],F:0.1%,M:0.4%,n:3285	Standard	full
UP000266188	Aspergillus sclerotialis (Strain: CBS 366.77)	2070753	11306	C:89.2%[S:88.9%,D:0.3%],F:4.6%,M:6.1%,n:4191	Standard	full
UP000324748	Puccinia graminis f. sp. tritici	56615	36348	C:95.6%[S:8.5%,D:87.1%],F:1.2%,M:3.2%,n:1764	Unknown	full
UP000007646	Loxodonta africana (African elephant) (Strain: Isolate ISIS603380)	9785	25615	C:91.5%[S:70.4%,D:21.1%],F:3.2%,M:5.3%,n:11366	Standard	full
UP000006077	Oxytricha trifallax (Strain: SB310)	1172189	23559	C:97.1%[S:83.6%,D:13.5%],F:1.8%,M:1.2%,n:171	Unknown	full
UP000530660	Cyanidiococcus yangmingshanensis (Strain: THAL066)	2690220	5172	C:55.3%[S:54.1%,D:1.2%],F:16.1%,M:28.6%,n:255	Unknown	full
UP000515121	Durio zibethinus (Durian) (Strain: cv. Musang King)	66656	53026	C:98.7%[S:40.7%,D:58%],F:0.3%,M:1%,n:2326	Outlier (high value)	full
UP000029981	Cucumis sativus (Cucumber) (Strain: cv. 9930)	3659	23744	C:91.8%[S:90.4%,D:1.4%],F:4%,M:4.2%,n:2326	Close to standard (low value)	full
UP000422442	Sparganum proliferum	64606	22389	C:58.7%[S:56.8%,D:1.9%],F:11.5%,M:29.8%,n:954	Unknown	full
UP000590868	Heliornis fulica (sungrebe)	54369	13523	C:78%[S:77.6%,D:0.4%],F:6.1%,M:15.9%,n:8338	Standard	full
UP000184330	Phialocephala subalpina (Strain: UAMH 11012)	576137	20170	C:99%[S:98.6%,D:0.4%],F:0.3%,M:0.7%,n:5177	Outlier (high value)	full
UP000504639	Aythya fuligula (Tufted duck) (Anas fuligula)	219594	24034	C:99.1%[S:66.4%,D:32.7%],F:0.1%,M:0.8%,n:8338	Outlier (high value)	full
UP000298061	Hericium alpestre (Strain: DSM 108284)	135208	11000		Close to standard (low value)	full
UP000465112	Perca fluviatilis (European perch)	8168	24123		Outlier (low value)	full
UP000184304	Aspergillus tubingensis (strain CBS 134.48) (Strain: CBS 134.48)	767770	12319	C:97.8%[S:97.6%,D:0.2%],F:0.8%,M:1.4%,n:4191	Standard	full
UP000012174	Eutypa lata (strain UCR-EL1) (Grapevine dieback disease fungus) (Eutypa armeniacae) (Strain: UCR-EL1)	1287681	11684	C:79.9%[S:79.7%,D:0.2%],F:9.9%,M:10.3%,n:3817	Standard	full
UP000593564	Camellia sinensis (Tea)	4442	32310	C:79.6%[S:73%,D:6.6%],F:6.1%,M:14.3%,n:2326	Standard	full
UP000030669	Gloeophyllum trabeum (strain ATCC 11539 / FP-39264 / Madison 617) (Brown rot fungus) (Strain: ATCC 11539)	670483	11735	C:98.6%[S:98.1%,D:0.4%],F:0.8%,M:0.6%,n:2898	Standard	full
UP000029338	Pseudogymnoascus sp. VKM F-3775 (Strain: VKM F-3775)	1420901	9472	C:59.5%[S:59.2%,D:0.3%],F:11%,M:29.5%,n:3234	Standard	full
UP000576729	Callaeas wilsoni (North Island kokako)	1347786	14554	C:74%[S:73.8%,D:0.2%],F:6.8%,M:19.2%,n:10844	Close to standard (high value)	full
UP000002668	Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) (Blackleg fungus) (Phoma lingam) (Strain: JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8)	985895	12608	C:90.7%[S:90.7%,D:0%],F:3.5%,M:5.8%,n:6641	Standard	
UP000221165	Cystoisospora suis (Strain: Wien I)	483139	11541	C:84.3%[S:83.7%,D:0.6%],F:10.6%,M:5.2%,n:502	Close to standard (high value)	full
UP000288706	Armadillidium vulgare (Pillbug) (Pill woodlouse)	13347	18774	C:66.8%[S:61.5%,D:5.3%],F:11.7%,M:21.4%,n:1013	Outlier (high value)	full
UP000272942	Echinostoma caproni (Strain: Egypt)	27848	18535	C:38.2%[S:37.6%,D:0.5%],F:25.6%,M:36.3%,n:954	Unknown	full
UP000267027	Angiostrongylus costaricensis (Nematode worm) (Strain: Costa Rica)	334426	13350	C:78.5%[S:77.8%,D:0.7%],F:9%,M:12.5%,n:3131	Standard	full
UP000001357	Monosiga brevicollis (Choanoflagellate) (Strain: MX1 / ATCC 50154)	81824	9188	C:78.8%[S:78.8%,D:0%],F:7.5%,M:13.7%,n:255	Unknown	full
UP000005207	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	8128	74622	C:97.3%[S:46%,D:51.3%],F:1%,M:1.7%,n:3640	Outlier (high value)	full
UP000001073	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	61853	40414	C:92.3%[S:57.2%,D:35.1%],F:2.2%,M:5.5%,n:13780	Standard	full
UP000009170	Ostreococcus tauri (Strain: OTTH0595)	70448	7745	C:98.2%[S:98%,D:0.2%],F:0.5%,M:1.3%,n:1519	Unknown	full
UP000472272	Podarcis muralis (Wall lizard) (Lacerta muralis)	64176	36445	C:92%[S:58.6%,D:33.4%],F:2.4%,M:5.6%,n:7480	Unknown	full
UP000019335	Nannochloropsis gaditana (Strain: B-31)	72520	10819	C:85%[S:82%,D:3%],F:10%,M:5%,n:100	Unknown	full
UP000013776	Taphrina deformans (strain PYCC 5710 / ATCC 11124 / CBS 356.35 / IMI 108563 / JCM 9778 / NBRC 8474) (Peach leaf curl fungus) (Lalaria deformans) (Strain: PYCC 5710 / ATCC 11124 / CBS 356.35 / IMI 108563 / JCM 9778 / NBRC 8474)	1097556	4659	C:66.1%[S:66%,D:0.1%],F:2.7%,M:31.2%,n:1706	Unknown	full
UP000027586	Lichtheimia corymbifera JMRC:FSU:9682 (Strain: JMRC:FSU:9682)	1263082	13257	C:91%[S:84.6%,D:6.4%],F:0.5%,M:8.5%,n:2449	Unknown	full
UP000217790	Armillaria gallica (Bulbous honey fungus) (Armillaria bulbosa) (Strain: Ar21-2)	47427	25522	C:99%[S:97.4%,D:1.5%],F:0.6%,M:0.4%,n:3870	Close to standard (high value)	full
UP000292052	Asbolus verrucosus	1661398	15225	C:83.3%[S:82.1%,D:1.3%],F:8.2%,M:8.4%,n:2124	Standard	full
UP000325579	Aspergillus pseudonomiae (Strain: CBS 119388)	1506151	13384	C:97.2%[S:96.8%,D:0.4%],F:0.9%,M:1.9%,n:4191	Close to standard (high value)	full
UP000246464	Scophthalmus maximus (Turbot) (Psetta maxima)	52904	24929	C:89.5%[S:73.5%,D:15.9%],F:2%,M:8.6%,n:3640	Standard	full
UP000527355	Myotis myotis (Greater mouse-eared bat)	51298	45799	C:95.2%[S:55.7%,D:39.6%],F:0.5%,M:4.3%,n:12234	Close to standard (high value)	full
UP000030665	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	36087	9625	C:56.2%[S:54.7%,D:1.5%],F:3%,M:40.8%,n:3131	Unknown	full
UP000586704	Ceyx cyanopectus (Indigo-banded kingfisher)	390723	11903	C:54.3%[S:53.6%,D:0.6%],F:10.1%,M:35.6%,n:8338	Outlier (low value)	full
UP000538472	Nyctibius bracteatus (Rufous potoo)	48426	13937	C:77.9%[S:77.6%,D:0.3%],F:6.3%,M:15.8%,n:8338	Standard	full
UP000002729	Aureococcus anophagefferens (Harmful bloom alga) (Strain: CCMP 1984)	44056	11501	C:85%[S:82%,D:3%],F:10%,M:5%,n:100	Unknown	full
UP000588193	Scenedesmus sp. NREL 46B-D3 (Strain: NREL 46B-D3)	2650976	17318	C:93.2%[S:89.3%,D:3.9%],F:2.1%,M:4.7%,n:1519	Unknown	full
UP000007797	Cavenderia fasciculata (strain SH3) (Slime mold) (Dictyostelium fasciculatum) (Strain: SH3)	1054147	12152	C:90.6%[S:90.2%,D:0.4%],F:3.5%,M:5.9%,n:255	Unknown	full
UP000542689	Ifrita kowaldi (blue-capped ifrita)	461245	14004	C:75.1%[S:74.9%,D:0.2%],F:5.7%,M:19.1%,n:10844	Standard	full
UP000002277	Pan troglodytes (Chimpanzee)	9598	48770	C:97.8%[S:50.3%,D:47.5%],F:0.5%,M:1.7%,n:13780	Close to standard (high value)	full
UP000053257	Phlebiopsis gigantea 11061_1 CR5-6 (Strain: 11061_1 CR5-6)	745531	11848	C:94.9%[S:94.5%,D:0.4%],F:3.3%,M:1.9%,n:4464	Standard	full
UP000215305	Aspergillus thermomutatus (Strain: HMR AF 39)	41047	9702	C:93.9%[S:93.8%,D:0.2%],F:1.1%,M:4.9%,n:4191	Close to standard (low value)	full
UP000365756	Peniophora sp. CBMAI 1063	718367	17685	C:97.9%[S:94.9%,D:3%],F:0.7%,M:1.4%,n:2898	Close to standard (high value)	full
UP000053263	Plicaturopsis crispa FD-325 SS-3 (Strain: FD-325 SS-3)	944288	2710	C:9.5%[S:9.4%,D:0.1%],F:0.4%,M:90.1%,n:2898	Close to standard (low value)	full
UP000583915	Sitta europaea (Eurasian nuthatch)	50251	13526	C:73.5%[S:73.2%,D:0.3%],F:5.6%,M:20.9%,n:10844	Standard	full
UP000542434	Ciccaba nigrolineata	1118524	13820	C:78.2%[S:77.8%,D:0.4%],F:6.2%,M:15.5%,n:8338	Standard	full
UP000054383	Talaromyces islandicus (Penicillium islandicum)	28573	9927	C:94.6%[S:94.2%,D:0.4%],F:0.4%,M:5%,n:4191	Close to standard (low value)	full
UP000587697	Rhadina sibilatrix	2585818	13615	C:73.4%[S:73.2%,D:0.2%],F:5.7%,M:20.9%,n:10844	Standard	full
UP000078541	Trachymyrmex septentrionalis	34720	15167	C:94%[S:93.8%,D:0.3%],F:1.9%,M:4.1%,n:5991	Standard	full
UP000222788	Ceratocystis fimbriata CBS 114723 (Strain: CBS 114723)	1035309	7264	C:93.7%[S:93.4%,D:0.3%],F:1%,M:5.3%,n:3817	Close to standard (low value)	full
UP000054350	Allomyces macrogynus (strain ATCC 38327) (Allomyces javanicus var. macrogynus) (Strain: ATCC 38327)	578462	19092	C:86.9%[S:23.2%,D:63.7%],F:2.1%,M:10.9%,n:758	Unknown	full
UP000316759	Fasciola gigantica (Giant liver fluke)	46835	12643	C:59.9%[S:58.8%,D:1%],F:11.2%,M:28.9%,n:954	Unknown	full
UP000092124	Neotoma lepida (Desert woodrat)	56216	24274	C:59.3%[S:58.7%,D:0.6%],F:11.3%,M:29.4%,n:13798	Close to standard (low value)	full
UP000195826	Piromyces sp. (strain E2) (Strain: E2)	73868	14606	C:47.4%[S:46.4%,D:0.9%],F:15.3%,M:37.3%,n:758	Unknown	full
UP000525089	Pachyramphus minor	369605	13717	C:73.5%[S:73.3%,D:0.2%],F:5.2%,M:21.3%,n:10844	Standard	full
UP000008694	Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress) (Strain: cv. MN47)	81972	32113	C:95.9%[S:94.3%,D:1.6%],F:0.5%,M:3.5%,n:4596	Outlier (high value)	full
UP000076552	Colletotrichum tofieldiae (Strain: 0861)	708197	12499	C:95.9%[S:95.7%,D:0.1%],F:0.2%,M:3.9%,n:6841	Standard	full
UP000532252	Motacilla alba (White wagtail) (Pied wagtail)	45807	13502	C:73.6%[S:73.3%,D:0.3%],F:5.5%,M:21%,n:10844	Standard	full
UP000564466	Oxyruncus cristatus (sharpbill)	114331	14018	C:77.2%[S:77%,D:0.2%],F:4.9%,M:17.9%,n:10844	Standard	full
UP000242691	Picea glauca (White spruce) (Pinus glauca)	3330	6155	C:0%[S:0%,D:0%],F:0.1%,M:99.9%,n:1614	Unknown	full
UP000193719	Piromyces finnis (Strain: finn)	1754191	10787	C:86.5%[S:83.5%,D:3%],F:1.1%,M:12.4%,n:758	Unknown	full
UP000186922	Ramazzottius varieornatus (Water bear) (Tardigrade) (Strain: YOKOZUNA-1)	947166	22940	C:85%[S:80.7%,D:4.3%],F:2.3%,M:12.7%,n:954	Unknown	full
UP000078512	Linnemannia elongata AG-77 (Strain: AG-77)	1314771	14849	C:97.8%[S:95.5%,D:2.3%],F:1.2%,M:1%,n:1614	Unknown	full
UP000525565	Asarcornis scutulata	75869	14696	C:82.2%[S:81.9%,D:0.3%],F:5.3%,M:12.5%,n:8338	Close to standard (high value)	full
UP000292447	Metschnikowia aff. pulcherrima (Strain: APC 1.2)	2163413	5795	C:94.8%[S:94.7%,D:0%],F:1.4%,M:3.8%,n:2137	Standard	full
UP000005206	Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi) (Strain: ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4)	660122	15709	C:97.1%[S:96.2%,D:0.9%],F:0.6%,M:2.3%,n:4494	Standard	full
UP000572057	Locustella ochotensis (Middendorff's grasshopper-warbler)	187437	13910	C:75.4%[S:75.2%,D:0.2%],F:5%,M:19.6%,n:10844	Close to standard (high value)	full
UP000193218	Kockovaella imperatae (Strain: NRRL Y-17943)	4999	7388	C:94.7%[S:94.5%,D:0.2%],F:1.8%,M:3.5%,n:4284	Close to standard (high value)	full
UP000593572	Gossypium lobatum	34289	30216	C:48.1%[S:44.3%,D:3.8%],F:12.8%,M:39.2%,n:2326	Standard	full
UP000008912	Ailuropoda melanoleuca (Giant panda)	9646	38536	C:95.1%[S:54.2%,D:40.9%],F:1%,M:4%,n:14502	Standard	full
UP000193648	Lobosporangium transversale (Strain: NRRL 3116)	64571	11597	C:96.9%[S:94.7%,D:2.2%],F:1.2%,M:1.9%,n:1614	Unknown	full
UP000035681	Strongyloides stercoralis (Threadworm)	6248	12851	C:69.9%[S:67.3%,D:2.6%],F:0.8%,M:29.3%,n:3131	Standard	full
UP000027195	Botryobasidium botryosum FD-172 SS1 (Strain: FD-172 SS1)	930990	16484	C:97.6%[S:96.3%,D:1.2%],F:0.7%,M:1.8%,n:2898	Close to standard (high value)	full
UP000549157	Zosterops hypoxanthus	2485327	13698	C:70.3%[S:70%,D:0.3%],F:5.8%,M:23.9%,n:10844	Standard	full
UP000547499	Lanius ludovicianus (Loggerhead shrike)	28713	13675	C:74.6%[S:74.3%,D:0.2%],F:5.4%,M:20%,n:10844	Standard	full
UP000545574	Panurus biarmicus (Bearded tit)	181101	12783	C:62.3%[S:61.8%,D:0.5%],F:6.7%,M:31%,n:10844	Close to standard (low value)	full
UP000266152	Fusarium sporotrichioides (Strain: NRRL 3299)	5514	11960	C:98.5%[S:98.3%,D:0.1%],F:0.6%,M:0.9%,n:4494	Close to standard (low value)	full
UP000593573	Gossypium klotzschianum	34286	34589	C:61.2%[S:56.2%,D:5%],F:7.2%,M:31.6%,n:2326	Standard	full
UP000014480	Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422) (Cucumber anthracnose fungus) (Colletotrichum lagenarium) (Strain: 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422)	1213857	13227	C:93.6%[S:93.5%,D:0.1%],F:1.8%,M:4.6%,n:6841	Standard	full
UP000054564	Puccinia striiformis f. sp. tritici PST-78 (Strain: race PST-78)	1165861	19932	C:94.9%[S:85%,D:9.9%],F:1.6%,M:3.5%,n:1764	Unknown	full
UP000189906	Batrachochytrium salamandrivorans (Strain: BS)	1357716	11933	C:84.7%[S:69.7%,D:15%],F:4.2%,M:11.1%,n:758	Unknown	full
UP000054821	Trichoderma gamsii (Strain: T6085)	398673	11178	C:94.5%[S:94.3%,D:0.2%],F:1.1%,M:4.3%,n:4494	Standard	full
